cell_line	small_molecule	concentration	cell_count	cell_count__ctrl	cell_count__time0	GRvalue
MDA-MB-231	PD0325901	0.12	2215.6667	4340.8333	1138	0.41193
MDA-MB-231	PD0325901	0.37	1791.3333	4340.8333	1138	0.26477
MDA-MB-231	PD0325901	1.11	1321.8333	4340.8333	1138	0.080615
MDA-MB-231	PD0325901	3.33	1056.8333	4340.8333	1138	-0.037586
MDA-MB-231	PD0325901	10	945.8333	4340.8333	1138	-0.09132
MDA-MB-231	PD173074	0.04	4624.3333	4298.6667	1138	1.0776
MDA-MB-231	PD173074	0.12	4572	4298.6667	1138	1.0653
MDA-MB-231	PD173074	0.37	4621	4298.6667	1138	1.0769
MDA-MB-231	PD173074	1.11	4583.6667	4298.6667	1138	1.0681
MDA-MB-231	PD173074	3.33	4484	4298.6667	1138	1.0445
MDA-MB-231	PD173074	10	1247.6667	4298.6667	1138	0.049153
MDA-MB-231	PD184352	0.04	4329.6667	4383	1138	0.98745
MDA-MB-231	PD184352	0.12	3782.6667	4383	1138	0.85415
MDA-MB-231	PD184352	0.37	3467.3333	4383	1138	0.77302
MDA-MB-231	PD184352	1.11	2970.3333	4383	1138	0.63748
MDA-MB-231	PD184352	3.33	2564.6667	4383	1138	0.51843
MDA-MB-231	PD184352	10	1561.6667	4383	1138	0.17666
MDA-MB-231	PF431396	0.04	3994.3333	4383	1138	0.90678
MDA-MB-231	PF431396	0.12	3468.6667	4383	1138	0.77337
MDA-MB-231	PF431396	0.37	2477.3333	4383	1138	0.49163
MDA-MB-231	PF431396	1.11	1706	4383	1138	0.23136
MDA-MB-231	PF431396	3.33	1367.3333	4383	1138	0.098967
MDA-MB-231	PF431396	10	739	4383	1138	-0.19902
MDA-MB-231	PF477736	0.04	4005.6667	4383	1138	0.90956
MDA-MB-231	PF477736	0.12	4049.6667	4383	1138	0.92031
MDA-MB-231	PF477736	0.37	3411	4383	1138	0.75816
MDA-MB-231	PF477736	1.11	2693.3333	4383	1138	0.55712
MDA-MB-231	PF477736	3.33	1959.3333	4383	1138	0.32219
MDA-MB-231	PF477736	10	1095	4383	1138	-0.019605
MDA-MB-231	PF562271	0.04	3884.3333	4298.6667	1138	0.89703
MDA-MB-231	PF562271	0.12	3616.3333	4298.6667	1138	0.8276
MDA-MB-231	PF562271	0.37	3299.6667	4298.6667	1138	0.7423
MDA-MB-231	PF562271	1.11	2739.6667	4298.6667	1138	0.58124
MDA-MB-231	PF562271	3.33	1532.3333	4298.6667	1138	0.16786
MDA-MB-231	PF562271	10	746.6667	4298.6667	1138	-0.19731
MDA-MB-231	PHA-665752	0.04	4481.3333	4383	1138	1.0229
MDA-MB-231	PHA-665752	0.12	4448.6667	4383	1138	1.0153
MDA-MB-231	PHA-665752	0.37	4453	4383	1138	1.0164
MDA-MB-231	PHA-665752	1.11	4341	4383	1138	0.99013
MDA-MB-231	PHA-665752	3.33	4115.3333	4383	1138	0.93626
MDA-MB-231	PHA-665752	10	542.6667	4383	1138	-0.31659
MDA-MB-231	PHA-793887	0.04	1942.3333	4298.6667	1138	0.32158
MDA-MB-231	PHA-793887	0.12	1665	4298.6667	1138	0.21954
MDA-MB-231	PHA-793887	0.37	1211.3333	4298.6667	1138	0.033106
MDA-MB-231	PHA-793887	1.11	1034.3333	4298.6667	1138	-0.048595
MDA-MB-231	PHA-793887	3.33	865.6667	4298.6667	1138	-0.13295
MDA-MB-231	PHA-793887	10	630.3333	4298.6667	1138	-0.26517
MDA-MB-231	PI103	0.04	3417.6667	4298.6667	1138	0.77453
MDA-MB-231	PI103	0.12	2943	4298.6667	1138	0.6414
MDA-MB-231	PI103	0.37	2281.3333	4298.6667	1138	0.43724
MDA-MB-231	PI103	1.11	2077.3333	4298.6667	1138	0.36871
MDA-MB-231	PI103	3.33	1835.3333	4298.6667	1138	0.28309
MDA-MB-231	PI103	10	1334.3333	4298.6667	1138	0.086551
MDA-MB-231	PIK-93	0.04	4418.6667	4383	1138	1.0083
MDA-MB-231	PIK-93	0.12	4428	4383	1138	1.0105
MDA-MB-231	PIK-93	0.37	4369.6667	4383	1138	0.99687
MDA-MB-231	PIK-93	1.11	4036.6667	4383	1138	0.91714
MDA-MB-231	PIK-93	3.33	3514	4383	1138	0.78525
MDA-MB-231	PIK-93	10	1813.6667	4383	1138	0.27071
MDA-MB-231	PLX-4720	0.04	4334.6667	4383	1138	0.98863
MDA-MB-231	PLX-4720	0.12	4403	4383	1138	1.0047
MDA-MB-231	PLX-4720	0.37	4398.6667	4383	1138	1.0037
MDA-MB-231	PLX-4720	1.11	4111	4383	1138	0.93521
MDA-MB-231	PLX-4720	3.33	3711.6667	4383	1138	0.83618
MDA-MB-231	PLX-4720	10	3064.6667	4383	1138	0.66401
MDA-MB-231	Palbociclib	0.04	3059.3333	4298.6667	1138	0.67492
MDA-MB-231	Palbociclib	0.12	2732.3333	4298.6667	1138	0.57903
MDA-MB-231	Palbociclib	0.37	2414	4298.6667	1138	0.48024
MDA-MB-231	Palbociclib	1.11	2201.3333	4298.6667	1138	0.41073
MDA-MB-231	Palbociclib	3.33	2029	4298.6667	1138	0.35201
MDA-MB-231	Palbociclib	10	1818.3333	4298.6667	1138	0.27688
MDA-MB-231	Pelitinib	0.04	4573.3333	4383	1138	1.0442
MDA-MB-231	Pelitinib	0.12	4482.3333	4383	1138	1.0232
MDA-MB-231	Pelitinib	0.37	3911	4383	1138	0.88623
MDA-MB-231	Pelitinib	1.11	3397	4383	1138	0.75444
MDA-MB-231	Pelitinib	3.33	1987.6667	4383	1138	0.33198
MDA-MB-231	Pelitinib	10	840.3333	4383	1138	-0.14433
MDA-MB-231	QL-X-138	0.04	3646	4298.6667	1138	0.8354
MDA-MB-231	QL-X-138	0.12	3661.6667	4298.6667	1138	0.83951
MDA-MB-231	QL-X-138	0.37	3413.6667	4298.6667	1138	0.77344
MDA-MB-231	QL-X-138	1.11	3074.6667	4298.6667	1138	0.67929
MDA-MB-231	QL-X-138	3.33	2440.6667	4298.6667	1138	0.48875
MDA-MB-231	QL-X-138	10	849.6667	4298.6667	1138	-0.14134
MDA-MB-231	QL-XII-47	0.04	3038.3333	4298.6667	1138	0.66892
MDA-MB-231	QL-XII-47	0.12	2645	4298.6667	1138	0.5525
MDA-MB-231	QL-XII-47	0.37	2037.3333	4298.6667	1138	0.3549
MDA-MB-231	QL-XII-47	1.11	1419	4298.6667	1138	0.12198
MDA-MB-231	QL-XII-47	3.33	1105.6667	4298.6667	1138	-0.01492
MDA-MB-231	QL-XII-47	10	871.3333	4298.6667	1138	-0.12999
MDA-MB-231	R406	0.04	4275.6667	4298.6667	1138	0.99441
MDA-MB-231	R406	0.12	4143	4298.6667	1138	0.96189
MDA-MB-231	R406	0.37	3913.3333	4298.6667	1138	0.9044
MDA-MB-231	R406	1.11	3635	4298.6667	1138	0.83251
MDA-MB-231	R406	3.33	2960.6667	4298.6667	1138	0.64653
MDA-MB-231	R406	10	1608	4298.6667	1138	0.19759
MDA-MB-231	Radicicol	0.04	4596.8333	4340.8333	1138	1.0602
MDA-MB-231	Radicicol	0.12	3366.6667	4340.8333	1138	0.75342
MDA-MB-231	Radicicol	0.37	1898.1667	4340.8333	1138	0.30328
MDA-MB-231	Radicicol	1.11	1301	4340.8333	1138	0.071763
MDA-MB-231	Radicicol	3.33	1131	4340.8333	1138	-0.0031894
MDA-MB-231	Radicicol	10	1063.6667	4340.8333	1138	-0.034369
MDA-MB-231	Rapamycin	0.04	3530	4298.6667	1138	0.80471
MDA-MB-231	Rapamycin	0.12	3454	4298.6667	1138	0.78434
MDA-MB-231	Rapamycin	0.37	3565.6667	4298.6667	1138	0.8142
MDA-MB-231	Rapamycin	1.11	3476.3333	4298.6667	1138	0.79035
MDA-MB-231	Rapamycin	3.33	3469.6667	4298.6667	1138	0.78856
MDA-MB-231	Rapamycin	10	3523.3333	4298.6667	1138	0.80293
MDA-MB-231	Ruxolitinib	0.04	4148.3333	4383	1138	0.94422
MDA-MB-231	Ruxolitinib	0.12	4093	4383	1138	0.93085
MDA-MB-231	Ruxolitinib	0.37	4143.6667	4383	1138	0.9431
MDA-MB-231	Ruxolitinib	1.11	4181.3333	4383	1138	0.95216
MDA-MB-231	Ruxolitinib	3.33	4178.3333	4383	1138	0.95144
MDA-MB-231	Ruxolitinib	10	3135	4383	1138	0.68353
MDA-MB-231	SB590885	0.04	4359.6667	4383	1138	0.99452
MDA-MB-231	SB590885	0.12	4299.3333	4383	1138	0.98028
MDA-MB-231	SB590885	0.37	3971	4383	1138	0.90105
MDA-MB-231	SB590885	1.11	3720.3333	4383	1138	0.83839
MDA-MB-231	SB590885	3.33	3339.6667	4383	1138	0.73916
MDA-MB-231	SB590885	10	742.6667	4383	1138	-0.19698
MDA-MB-231	SU11274	0.04	4663	4383	1138	1.0647
MDA-MB-231	SU11274	0.12	4432	4383	1138	1.0115
MDA-MB-231	SU11274	0.37	4374	4383	1138	0.99789
MDA-MB-231	SU11274	1.11	4185.6667	4383	1138	0.9532
MDA-MB-231	SU11274	3.33	3740	4383	1138	0.84337
MDA-MB-231	SU11274	10	1356	4383	1138	0.094275
MDA-MB-231	Saracatinib	0.04	3738	4298.6667	1138	0.85941
MDA-MB-231	Saracatinib	0.12	3140	4298.6667	1138	0.69781
MDA-MB-231	Saracatinib	0.37	2742.3333	4298.6667	1138	0.58204
MDA-MB-231	Saracatinib	1.11	2491	4298.6667	1138	0.50468
MDA-MB-231	Saracatinib	3.33	2416	4298.6667	1138	0.48088
MDA-MB-231	Saracatinib	10	1995.3333	4298.6667	1138	0.34026
MDA-MB-231	Selumetinib	0.04	3662.3333	4298.6667	1138	0.83968
MDA-MB-231	Selumetinib	0.12	3142	4298.6667	1138	0.69838
MDA-MB-231	Selumetinib	0.37	2626.6667	4298.6667	1138	0.54688
MDA-MB-231	Selumetinib	1.11	2342.3333	4298.6667	1138	0.45716
MDA-MB-231	Selumetinib	3.33	2040.6667	4298.6667	1138	0.35606
MDA-MB-231	Selumetinib	10	1598.6667	4298.6667	1138	0.19395
MDA-MB-231	Sigma A6730	0.04	3897.3333	4383	1138	0.88284
MDA-MB-231	Sigma A6730	0.12	3962.3333	4383	1138	0.89891
MDA-MB-231	Sigma A6730	0.37	4059.6667	4383	1138	0.92275
MDA-MB-231	Sigma A6730	1.11	3741.6667	4383	1138	0.8438
MDA-MB-231	Sigma A6730	3.33	3925	4383	1138	0.88969
MDA-MB-231	Sigma A6730	10	2747.6667	4383	1138	0.57319
MDA-MB-231	Sorafenib	0.04	4365.3333	4298.6667	1138	1.0161
MDA-MB-231	Sorafenib	0.12	4002.6667	4298.6667	1138	0.92695
MDA-MB-231	Sorafenib	0.37	4040.3333	4298.6667	1138	0.93639
MDA-MB-231	Sorafenib	1.11	4120.3333	4298.6667	1138	0.95629
MDA-MB-231	Sorafenib	3.33	4011	4298.6667	1138	0.92904
MDA-MB-231	Sorafenib	10	3567	4298.6667	1138	0.81455
MDA-MB-231	TG 101348	0.04	4404.3333	4383	1138	1.005
MDA-MB-231	TG 101348	0.12	4101	4383	1138	0.93279
MDA-MB-231	TG 101348	0.37	3892.6667	4383	1138	0.88168
MDA-MB-231	TG 101348	1.11	3054.6667	4383	1138	0.66122
MDA-MB-231	TG 101348	3.33	1433.6667	4383	1138	0.12606
MDA-MB-231	TG 101348	10	552.6667	4383	1138	-0.31014
MDA-MB-231	TGX221	0.04	3545	4383	1138	0.79333
MDA-MB-231	TGX221	0.12	3680.3333	4383	1138	0.8282
MDA-MB-231	TGX221	0.37	3723.3333	4383	1138	0.83915
MDA-MB-231	TGX221	1.11	3847	4383	1138	0.8703
MDA-MB-231	TGX221	3.33	3239.3333	4383	1138	0.7121
MDA-MB-231	TGX221	10	3855.6667	4383	1138	0.87246
MDA-MB-231	TWS119	0.04	4295.3333	4383	1138	0.97934
MDA-MB-231	TWS119	0.12	4204.3333	4383	1138	0.95767
MDA-MB-231	TWS119	0.37	4062.6667	4383	1138	0.92348
MDA-MB-231	TWS119	1.11	3494.3333	4383	1138	0.78011
MDA-MB-231	TWS119	3.33	2920	4383	1138	0.62316
MDA-MB-231	TWS119	10	1235.6667	4383	1138	0.043233
MDA-MB-231	Torin1	0.04	2358.6667	4298.6667	1138	0.46245
MDA-MB-231	Torin1	0.12	1982	4298.6667	1138	0.33559
MDA-MB-231	Torin1	0.37	1717.6667	4298.6667	1138	0.23951
MDA-MB-231	Torin1	1.11	1551.3333	4298.6667	1138	0.17539
MDA-MB-231	Torin1	3.33	1395.6667	4298.6667	1138	0.11232
MDA-MB-231	Torin1	10	1056	4298.6667	1138	-0.038252
MDA-MB-231	Torin2	0.04	1699.3333	4383	1138	0.22888
MDA-MB-231	Torin2	0.12	1470.6667	4383	1138	0.1409
MDA-MB-231	Torin2	0.37	1254	4383	1138	0.05116
MDA-MB-231	Torin2	1.11	1198	4383	1138	0.026763
MDA-MB-231	Torin2	3.33	1000	4383	1138	-0.06429
MDA-MB-231	Torin2	10	725	4383	1138	-0.20686
MDA-MB-231	Tozasertib	0.04	1309.3333	4383	1138	0.074752
MDA-MB-231	Tozasertib	0.12	1253.6667	4383	1138	0.051017
MDA-MB-231	Tozasertib	0.37	1340	4383	1138	0.087619
MDA-MB-231	Tozasertib	1.11	1289.6667	4383	1138	0.066424
MDA-MB-231	Tozasertib	3.33	1354.3333	4383	1138	0.093584
MDA-MB-231	Tozasertib	10	1343	4383	1138	0.08887
MDA-MB-231	Trametinib	0.04	1343	4383	1138	0.08887
MDA-MB-231	Trametinib	0.12	1430	4383	1138	0.12457
MDA-MB-231	Trametinib	0.37	1403.3333	4383	1138	0.11375
MDA-MB-231	Trametinib	1.11	1394.3333	4383	1138	0.11007
MDA-MB-231	Trametinib	3.33	1394.6667	4383	1138	0.1102
MDA-MB-231	Trametinib	10	1424.6667	4383	1138	0.12242
MDA-MB-231	Vemurafenib	0.04	4277.3333	4383	1138	0.97507
MDA-MB-231	Vemurafenib	0.12	4240	4383	1138	0.96619
MDA-MB-231	Vemurafenib	0.37	4228.3333	4383	1138	0.96341
MDA-MB-231	Vemurafenib	1.11	3985	4383	1138	0.90449
MDA-MB-231	Vemurafenib	3.33	3682	4383	1138	0.82862
MDA-MB-231	Vemurafenib	10	2262	4383	1138	0.42351
MDA-MB-231	WH-4-025	0.04	3661.6667	4383	1138	0.82343
MDA-MB-231	WH-4-025	0.12	2731.6667	4383	1138	0.56847
MDA-MB-231	WH-4-025	0.37	1805	4383	1138	0.26759
MDA-MB-231	WH-4-025	1.11	1072.6667	4383	1138	-0.029935
MDA-MB-231	WH-4-025	3.33	1061	4383	1138	-0.035372
MDA-MB-231	WH-4-025	10	739.6667	4383	1138	-0.19865
MDA-MB-231	WYE-125132	0.04	2483	4298.6667	1138	0.50216
MDA-MB-231	WYE-125132	0.12	2074	4298.6667	1138	0.36757
MDA-MB-231	WYE-125132	0.37	1873.3333	4298.6667	1138	0.29688
MDA-MB-231	WYE-125132	1.11	1823	4298.6667	1138	0.27859
MDA-MB-231	WYE-125132	3.33	1676	4298.6667	1138	0.22374
MDA-MB-231	WYE-125132	10	1344.6667	4298.6667	1138	0.090931
MDA-MB-231	WZ-4-145	0.04	3505	4298.6667	1138	0.79803
MDA-MB-231	WZ-4-145	0.12	3665.6667	4298.6667	1138	0.84056
MDA-MB-231	WZ-4-145	0.37	3536	4298.6667	1138	0.80631
MDA-MB-231	WZ-4-145	1.11	3307.6667	4298.6667	1138	0.7445
MDA-MB-231	WZ-4-145	3.33	3017.6667	4298.6667	1138	0.66299
MDA-MB-231	WZ-4-145	10	1014	4298.6667	1138	-0.058396
MDA-MB-231	WZ3105	0.04	680.6667	4383	1138	-0.23217
MDA-MB-231	WZ3105	0.12	672.6667	4383	1138	-0.23682
MDA-MB-231	WZ3105	0.37	667.6667	4383	1138	-0.23974
MDA-MB-231	WZ3105	1.11	666.6667	4383	1138	-0.24033
MDA-MB-231	WZ3105	3.33	672.6667	4383	1138	-0.23682
MDA-MB-231	WZ3105	10	855.6667	4383	1138	-0.13634
MDA-MB-231	Withaferin A	0.04	4489.8333	4340.8333	1138	1.0353
MDA-MB-231	Withaferin A	0.12	4334.3333	4340.8333	1138	0.99845
MDA-MB-231	Withaferin A	0.37	2941.6667	4340.8333	1138	0.63509
MDA-MB-231	Withaferin A	1.11	1067.1667	4340.8333	1138	-0.032725
MDA-MB-231	Withaferin A	3.33	841	4340.8333	1138	-0.14494
MDA-MB-231	Withaferin A	10	508.3333	4340.8333	1138	-0.34114
MDA-MB-231	XL147	0.04	4649	4383	1138	1.0615
MDA-MB-231	XL147	0.12	4486	4383	1138	1.024
MDA-MB-231	XL147	0.37	4443.3333	4383	1138	1.0141
MDA-MB-231	XL147	1.11	4608.3333	4383	1138	1.0522
MDA-MB-231	XL147	3.33	4417.3333	4383	1138	1.008
MDA-MB-231	XL147	10	3961.3333	4383	1138	0.89867
MDA-MB-231	XMD11-50	0.04	3885.6667	4298.6667	1138	0.89736
MDA-MB-231	XMD11-50	0.12	3613.6667	4298.6667	1138	0.82689
MDA-MB-231	XMD11-50	0.37	2738.3333	4298.6667	1138	0.58084
MDA-MB-231	XMD11-50	1.11	2061	4298.6667	1138	0.36309
MDA-MB-231	XMD11-50	3.33	1591	4298.6667	1138	0.19097
MDA-MB-231	XMD11-50	10	1280.3333	4298.6667	1138	0.063391
MDA-MB-231	XMD11-85h	0.04	3389.3333	4298.6667	1138	0.76684
MDA-MB-231	XMD11-85h	0.12	3862.6667	4298.6667	1138	0.8915
MDA-MB-231	XMD11-85h	0.37	3767	4298.6667	1138	0.86692
MDA-MB-231	XMD11-85h	1.11	3672.6667	4298.6667	1138	0.84239
MDA-MB-231	XMD11-85h	3.33	3430	4298.6667	1138	0.77786
MDA-MB-231	XMD11-85h	10	1918.3333	4298.6667	1138	0.31304
MDA-MB-231	XMD16-144	0.04	1953.3333	4383	1138	0.32011
MDA-MB-231	XMD16-144	0.12	1408.3333	4383	1138	0.11578
MDA-MB-231	XMD16-144	0.37	1450.3333	4383	1138	0.13277
MDA-MB-231	XMD16-144	1.11	1419.3333	4383	1138	0.12026
MDA-MB-231	XMD16-144	3.33	1320.6667	4383	1138	0.079524
MDA-MB-231	XMD16-144	10	799	4383	1138	-0.16623
MDA-MB-231	Y39983	0.04	3827	4298.6667	1138	0.88237
MDA-MB-231	Y39983	0.12	3725	4298.6667	1138	0.85603
MDA-MB-231	Y39983	0.37	3455.6667	4298.6667	1138	0.78479
MDA-MB-231	Y39983	1.11	3185.6667	4298.6667	1138	0.71064
MDA-MB-231	Y39983	3.33	2784.6667	4298.6667	1138	0.59473
MDA-MB-231	Y39983	10	566.6667	4298.6667	1138	-0.30486
MDA-MB-231	YM 201636	0.04	4551.6667	4383	1138	1.0392
MDA-MB-231	YM 201636	0.12	4209	4383	1138	0.95879
MDA-MB-231	YM 201636	0.37	3850	4383	1138	0.87105
MDA-MB-231	YM 201636	1.11	3364.6667	4383	1138	0.74584
MDA-MB-231	YM 201636	3.33	3031.3333	4383	1138	0.65468
MDA-MB-231	YM 201636	10	1323	4383	1138	0.080504
MDA-MB-231	ZSTK474	0.04	3819.3333	4298.6667	1138	0.8804
MDA-MB-231	ZSTK474	0.12	3612.6667	4298.6667	1138	0.82663
MDA-MB-231	ZSTK474	0.37	3241	4298.6667	1138	0.72608
MDA-MB-231	ZSTK474	1.11	2965	4298.6667	1138	0.64778
MDA-MB-231	ZSTK474	3.33	2506	4298.6667	1138	0.5094
MDA-MB-231	ZSTK474	10	2123.6667	4298.6667	1138	0.38455
SK-BR-3	(R)- Roscovitine	0.04	4697	4589.6667	1806.6667	1.0347
SK-BR-3	(R)- Roscovitine	0.12	4701	4589.6667	1806.6667	1.036
SK-BR-3	(R)- Roscovitine	0.37	4506.3333	4589.6667	1806.6667	0.97294
SK-BR-3	(R)- Roscovitine	1.11	4149.6667	4589.6667	1806.6667	0.85562
SK-BR-3	(R)- Roscovitine	3.33	3628.3333	4589.6667	1806.6667	0.67935
SK-BR-3	(R)- Roscovitine	10	2206.6667	4589.6667	1806.6667	0.16032
SK-BR-3	A443654	0.04	1566.6667	4409.6667	1806.6667	-0.10481
SK-BR-3	A443654	0.12	1298.3333	4409.6667	1806.6667	-0.22636
SK-BR-3	A443654	0.37	1205.6667	4409.6667	1806.6667	-0.26961
SK-BR-3	A443654	1.11	1167.3333	4409.6667	1806.6667	-0.28771
SK-BR-3	A443654	3.33	1078.6667	4409.6667	1806.6667	-0.33011
SK-BR-3	A443654	10	983.3333	4409.6667	1806.6667	-0.37657
SK-BR-3	AT-7519	0.04	3599	4409.6667	1806.6667	0.70804
SK-BR-3	AT-7519	0.12	2154	4409.6667	1806.6667	0.14636
SK-BR-3	AT-7519	0.37	1551.3333	4409.6667	1806.6667	-0.11162
SK-BR-3	AT-7519	1.11	1134.3333	4409.6667	1806.6667	-0.3034
SK-BR-3	AT-7519	3.33	869	4409.6667	1806.6667	-0.43364
SK-BR-3	AT-7519	10	657	4409.6667	1806.6667	-0.54423
SK-BR-3	AZD 5438	0.04	4092.6667	4409.6667	1806.6667	0.88739
SK-BR-3	AZD 5438	0.12	3380	4409.6667	1806.6667	0.62674
SK-BR-3	AZD 5438	0.37	2518	4409.6667	1806.6667	0.29419
SK-BR-3	AZD 5438	1.11	1468	4409.6667	1806.6667	-0.14892
SK-BR-3	AZD 5438	3.33	1146.6667	4409.6667	1806.6667	-0.29753
SK-BR-3	AZD 5438	10	777.6667	4409.6667	1806.6667	-0.48045
SK-BR-3	AZD-6482	0.04	4547.3333	4589.6667	1806.6667	0.98627
SK-BR-3	AZD-6482	0.12	4318.3333	4589.6667	1806.6667	0.91141
SK-BR-3	AZD-6482	0.37	4574	4589.6667	1806.6667	0.99492
SK-BR-3	AZD-6482	1.11	4191.3333	4589.6667	1806.6667	0.86946
SK-BR-3	AZD-6482	3.33	2873	4589.6667	1806.6667	0.41181
SK-BR-3	AZD-6482	10	1533.6667	4589.6667	1806.6667	-0.11467
SK-BR-3	AZD7762	0.04	1814	4409.6667	1806.6667	0.0031516
SK-BR-3	AZD7762	0.12	1522.3333	4409.6667	1806.6667	-0.12455
SK-BR-3	AZD7762	0.37	1394.3333	4409.6667	1806.6667	-0.18229
SK-BR-3	AZD7762	1.11	1169.6667	4409.6667	1806.6667	-0.28661
SK-BR-3	AZD7762	3.33	1110.3333	4409.6667	1806.6667	-0.31488
SK-BR-3	AZD7762	10	1028	4409.6667	1806.6667	-0.35468
SK-BR-3	AZD8055	0.04	1679.6667	4409.6667	1806.6667	-0.055046
SK-BR-3	AZD8055	0.12	1558	4409.6667	1806.6667	-0.10866
SK-BR-3	AZD8055	0.37	1539	4409.6667	1806.6667	-0.11711
SK-BR-3	AZD8055	1.11	1508.3333	4409.6667	1806.6667	-0.13081
SK-BR-3	AZD8055	3.33	1467.3333	4409.6667	1806.6667	-0.14922
SK-BR-3	AZD8055	10	1034.3333	4409.6667	1806.6667	-0.35159
SK-BR-3	AZD8330	0.04	3108.3333	4589.6667	1806.6667	0.49691
SK-BR-3	AZD8330	0.12	3513.3333	4589.6667	1806.6667	0.63962
SK-BR-3	AZD8330	0.37	3715.3333	4589.6667	1806.6667	0.7092
SK-BR-3	AZD8330	1.11	3871	4589.6667	1806.6667	0.76216
SK-BR-3	AZD8330	3.33	3918	4589.6667	1806.6667	0.77804
SK-BR-3	AZD8330	10	4036	4589.6667	1806.6667	0.8177
SK-BR-3	Afatinib	0.04	1448	4409.6667	1806.6667	-0.15794
SK-BR-3	Afatinib	0.12	1474.3333	4409.6667	1806.6667	-0.14607
SK-BR-3	Afatinib	0.37	1500.3333	4409.6667	1806.6667	-0.13439
SK-BR-3	Afatinib	1.11	1608.3333	4409.6667	1806.6667	-0.08637
SK-BR-3	Afatinib	3.33	1657.3333	4409.6667	1806.6667	-0.064821
SK-BR-3	Afatinib	10	1394	4409.6667	1806.6667	-0.18244
SK-BR-3	BEZ235	0.04	1999.3333	4589.6667	1806.6667	0.078245
SK-BR-3	BEZ235	0.12	1884	4589.6667	1806.6667	0.031652
SK-BR-3	BEZ235	0.37	1672.6667	4589.6667	1806.6667	-0.055684
SK-BR-3	BEZ235	1.11	1675.6667	4589.6667	1806.6667	-0.054425
SK-BR-3	BEZ235	3.33	1693	4589.6667	1806.6667	-0.047163
SK-BR-3	BEZ235	10	1848.6667	4589.6667	1806.6667	0.017232
SK-BR-3	BI-2536	0.04	1443.3333	4409.6667	1806.6667	-0.16005
SK-BR-3	BI-2536	0.12	1415.3333	4409.6667	1806.6667	-0.17274
SK-BR-3	BI-2536	0.37	1497.6667	4409.6667	1806.6667	-0.13559
SK-BR-3	BI-2536	1.11	1405.6667	4409.6667	1806.6667	-0.17713
SK-BR-3	BI-2536	3.33	1396.3333	4409.6667	1806.6667	-0.18137
SK-BR-3	BI-2536	10	1273.6667	4409.6667	1806.6667	-0.23781
SK-BR-3	BMS-387032	0.04	2988.3333	4409.6667	1806.6667	0.47832
SK-BR-3	BMS-387032	0.12	1286.6667	4409.6667	1806.6667	-0.23177
SK-BR-3	BMS-387032	0.37	1088.6667	4409.6667	1806.6667	-0.32529
SK-BR-3	BMS-387032	1.11	1042.3333	4409.6667	1806.6667	-0.3477
SK-BR-3	BMS-387032	3.33	1013.3333	4409.6667	1806.6667	-0.36184
SK-BR-3	BMS-387032	10	961.3333	4409.6667	1806.6667	-0.38743
SK-BR-3	BMS345541	0.04	4549.6667	4409.6667	1806.6667	1.0492
SK-BR-3	BMS345541	0.12	4411	4409.6667	1806.6667	1.0005
SK-BR-3	BMS345541	0.37	4177	4409.6667	1806.6667	0.91753
SK-BR-3	BMS345541	1.11	3321.6667	4409.6667	1806.6667	0.60489
SK-BR-3	BMS345541	3.33	2253.6667	4409.6667	1806.6667	0.18736
SK-BR-3	BMS345541	10	964.6667	4409.6667	1806.6667	-0.38578
SK-BR-3	BX-912	0.04	3782.3333	4589.6667	1806.6667	0.73206
SK-BR-3	BX-912	0.12	3756.3333	4589.6667	1806.6667	0.7232
SK-BR-3	BX-912	0.37	2299	4589.6667	1806.6667	0.19622
SK-BR-3	BX-912	1.11	1624.6667	4589.6667	1806.6667	-0.075906
SK-BR-3	BX-912	3.33	1694.6667	4589.6667	1806.6667	-0.046465
SK-BR-3	BX-912	10	1703.3333	4589.6667	1806.6667	-0.042842
SK-BR-3	BYL719	0.04	4279.6667	4589.6667	1806.6667	0.89867
SK-BR-3	BYL719	0.12	4025	4589.6667	1806.6667	0.81402
SK-BR-3	BYL719	0.37	3635.6667	4589.6667	1806.6667	0.68188
SK-BR-3	BYL719	1.11	3275	4589.6667	1806.6667	0.55618
SK-BR-3	BYL719	3.33	2631.6667	4589.6667	1806.6667	0.32266
SK-BR-3	BYL719	10	1570.6667	4589.6667	1806.6667	-0.09884
SK-BR-3	Barasertib	0.04	1676.6667	4589.6667	1806.6667	-0.054006
SK-BR-3	Barasertib	0.12	1638.6667	4589.6667	1806.6667	-0.069992
SK-BR-3	Barasertib	0.37	1593.6667	4589.6667	1806.6667	-0.089047
SK-BR-3	Barasertib	1.11	1641	4589.6667	1806.6667	-0.069008
SK-BR-3	Barasertib	3.33	1599	4589.6667	1806.6667	-0.086782
SK-BR-3	Barasertib	10	1618.3333	4589.6667	1806.6667	-0.078585
SK-BR-3	Brivanib	0.04	4046.3333	4589.6667	1806.6667	0.82116
SK-BR-3	Brivanib	0.12	4012.6667	4589.6667	1806.6667	0.80988
SK-BR-3	Brivanib	0.37	4036.6667	4589.6667	1806.6667	0.81792
SK-BR-3	Brivanib	1.11	4198	4589.6667	1806.6667	0.87167
SK-BR-3	Brivanib	3.33	4159.6667	4589.6667	1806.6667	0.85895
SK-BR-3	Brivanib	10	4070.6667	4589.6667	1806.6667	0.8293
